UNK	GMP1	GMP2	GMP3	MKP	pDC	Bcell	CD4Tcell	CD8Tcell	NKcell	CLP	Ery	LMPP	CMP	GMP	HSC	MEP	Mono	MPP
PRAMEF11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL1	0	0	2	9	4	3	0	1	2	1	0	0	0	2	2	1	5	0	4
PRAMEF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WI2-3308P17.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP13-221M14.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-219C24.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF17	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC38	0	0	0	0	0	37	1	0	0	3	6	0	58	1	17	0	0	0	1
RP4-597A16.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDPN	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
CTA-520D8.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRDM2	8179	5589	3984	8204	12203	22221	62883	39942	32078	38754	21486	4724	10811	16735	29235	17959	15109	33296	19243
RP11-344F13.1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
RP4-704D23.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KAZN	355	36	58	203	3065	0	7	3	1	23	10	0	57	497	183	124	579	1	115
TMEM51	57	1	18	184	12	0	0	0	0	0	14	0	25	14	99	35	7	148	10
C1orf195	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	27	1
FHAD1	1	1	0	1	3	0	1	0	13	117	1	0	0	2	2	2	0	32	5
RP3-467K16.2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0
RP3-467K16.7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	13	0
RP3-467K16.4	2	0	6	0	1	5	4	11	8	409	0	0	1	3	4	2	2	58	7
EFHD2	3288	2797	2943	6034	2278	3789	1042	1254	2431	15992	635	73	2541	3697	9601	1000	3190	22238	2445
CTRC	6	0	2	0	6	15	1	0	11	34	2	0	4	2	4	13	2	29	0
CELA2A	0	0	0	0	1	0	0	3	2	1	0	1	0	0	0	1	0	1	0
CELA2B	0	0	0	0	7	12	6	11	4	21	3	0	2	3	6	9	6	15	7
CASP9	43	62	208	148	237	185	262	355	388	405	107	52	240	524	677	509	531	836	665
DNAJC16	295	339	511	603	2374	843	4960	5759	3887	3949	2796	1393	2488	4637	4996	3846	4308	3518	3717
RP4-680D5.8	0	0	0	0	2	0	2	17	4	2	1	1	0	1	1	0	8	1	2
AGMAT	27	17	58	29	80	6	219	1134	478	31	39	2	47	93	231	63	337	22	32
RP4-680D5.2	0	1	0	2	5	1	21	43	29	31	0	0	11	20	51	3	34	3	0
DDI2	641	789	741	3286	2826	2463	6155	6334	5513	5492	3326	31004	3630	6428	9806	3702	34732	5894	4224
RSC1A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP4-680D5.9	7	0	0	21	0	0	3	0	0	0	0	1	0	0	0	1	0	5	0
PLEKHM2	1161	751	794	2596	1549	1276	827	1028	320	397	77	87	651	1359	1835	914	2041	2074	1255
RP11-288I21.1	71	16	73	24	91	5	63	38	12	10	11	2	26	40	64	87	45	107	106
SLC25A34	8	23	6	92	120	26	14	30	11	2	2	0	8	16	29	22	73	51	19
RP11-169K16.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM82	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBLIM1	0	0	2	0	1	0	9	2	0	0	8	0	0	5	2	3	0	7	2
RP11-169K16.9	9	17	68	21	1570	131	189	265	193	147	74	46	132	508	195	218	263	234	350
SPEN	13150	8566	6629	15827	26242	18901	17407	22515	13597	19738	9216	5880	12553	21894	32547	18450	26387	32160	21363
ZBTB17	285	47	12	103	289	158	146	186	61	106	18	25	201	446	651	235	470	342	472
C1orf64	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
RP11-5P18.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPB7	0	0	0	0	0	0	1	1	1	0	0	0	2	11	1	3	4	1	8
CLCNKA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLCNKB	0	0	0	0	7	5	0	0	0	0	0	0	1	2	0	0	6	0	1
FAM131C	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPHA2	3	0	0	0	11	250	0	1	0	0	0	0	0	0	15	1	0	1	2
RP11-276H7.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-276H7.3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ARHGEF19-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF19	15	1	1	2	123	20	28	77	24	33	3	1	52	193	167	94	161	51	90
C1orf134	1	0	29	0	7	5	11	15	19	11	13	2	1	12	18	5	15	3	2
RSG1	9	20	6	0	23	21	3	36	64	35	3	3	31	7	61	23	70	27	51
FBXO42	220	552	634	2570	1233	1065	3584	3747	3403	2744	2288	1553	2244	4873	5135	2913	4026	4088	3351
SZRD1	2444	2798	2347	4756	7056	3132	3145	3438	3449	3140	838	212	1912	5558	5387	4161	5012	6246	5661
SPATA21	39	7	36	5	41	2	177	177	62	118	59	8	17	44	66	73	59	113	88
NECAP2	464	614	955	3043	1089	807	2272	7102	3228	2065	810	454	1146	1961	2203	1450	4808	5199	2258
RP4-798A10.2	19	13	3	3	11	137	240	724	339	249	149	80	65	48	66	38	101	197	47
RP4-798A10.7	0	0	0	0	6	0	12	27	31	29	5	8	24	17	22	39	15	10	34
RP4-798A10.4	0	0	6	0	0	0	1	5	1	2	0	0	4	2	2	0	0	3	3
U1	0	0	0	0	0	0	2	2	3	0	0	0	4	19	3	36	11	1	53
FAM231B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBPF1	236	113	300	670	431	538	2267	2244	1896	1524	330	94	1227	1739	1543	2047	1508	1439	2082
RP5-1182A14.5	0	0	0	0	7	0	16	53	40	29	22	20	15	10	18	83	37	10	5
CROCCP2	131	53	61	43	153	234	268	512	333	339	125	699	163	163	186	155	246	235	246
FAM231A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM231C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CROCC	185	24	78	65	341	205	52	109	48	102	17	6	89	156	96	141	68	79	236
RP11-108M9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2
RP11-108M9.2	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0
U1	0	0	0	0	0	0	2	2	3	0	0	0	4	19	3	36	11	1	53
RP11-108M9.4	11	8	3	40	0	1	125	122	87	183	4	0	82	105	167	105	54	240	104
RP11-108M9.6	0	0	0	0	0	0	18	12	25	1	10	0	0	1	0	7	19	10	1
MFAP2	0	0	1	0	2	0	0	13	9	4	4	0	25	38	12	259	5	2	177
RP1-37C10.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	3
ATP13A2	605	154	501	104	2275	831	139	377	280	282	54	2	515	1071	725	658	1257	823	937
SDHB	467	539	604	668	1195	1015	1275	2157	1642	1626	1937	1128	1686	3307	4634	1565	3678	4455	2545
PADI2	274	443	392	1450	733	72	5	3	6	169	13	5	392	983	2224	33	156	19134	132
RP11-380J14.1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PADI1	1	0	0	9	2	0	0	0	0	0	0	0	0	0	1	0	1	10	0
PADI3	0	0	0	0	0	0	0	0	0	0	0	0	46	11	7	2	0	1	5
PADI4	11	11	3	54	196	11	3	75	127	19	11	0	208	332	416	408	33	6023	514
AC004824.2	0	2	0	6	1	0	0	0	0	0	0	0	0	0	1	6	0	27	0
RP1-20B21.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RCC2	7197	4387	4826	9570	17181	10333	2362	1746	2023	2691	3744	1204	7984	20390	26933	8474	22009	8950	14109
ARHGEF10L	6	0	0	0	34	17	17	1	0	2	0	0	1	0	10	3	0	1044	0
RP11-473A10.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL8	0	0	0	0	89	0	0	0	0	0	1	0	0	11	1	0	6	0	0
RP11-174G17.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGSF21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-174G17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-422P22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHDC7A	0	0	0	0	0	0	0	0	0	0	1	0	0	2	3	1	0	0	4
PAX7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0
TAS1R2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0
RP13-279N23.2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0
ALDH4A1	243	280	559	388	347	197	5	14	42	15	6	4	85	437	496	50	597	103	72
IFFO2	2356	1658	1763	2582	1090	3852	768	3194	2049	3247	197	1	1430	2422	3403	1726	1702	1756	2078
UBR4	10501	7244	7347	11583	20743	11488	17591	27792	19729	19351	12948	20500	16662	51339	44761	28284	65517	34313	34936
RP1-43E13.2	80	14	58	7	16	9	28	28	26	6	5	0	6	28	30	15	19	34	37
EMC1	1984	1625	1617	2998	5444	2910	3907	5132	4068	4647	2676	1107	3487	7647	8704	4694	8682	7059	7062
MRTO4	105	321	378	972	1040	111	186	309	220	156	249	66	575	1387	1299	338	1752	248	602
AKR7A3	2	0	0	2	8	5	3	13	4	30	3	1	12	9	19	10	9	9	14
AKR7A2	203	245	324	496	1117	442	189	452	318	259	151	53	725	1353	2481	1017	1263	873	992
PQLC2	77	78	19	962	326	672	73	182	53	105	16	15	106	137	418	121	64	288	207
CAPZB	1312	1349	1673	2795	6133	3730	6335	14386	10724	10037	3497	513	4923	10200	14353	8342	8295	18766	9977
RP5-1056L3.1	0	11	0	11	0	1	13	52	40	1	0	0	0	4	6	0	0	15	9
MINOS1-NBL1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0
MINOS1	178	150	182	445	712	524	862	1604	1091	1035	761	429	690	1166	1509	530	1310	1028	733
NBL1	208	44	126	0	572	22	0	85	114	6	0	0	215	299	133	464	335	1	613
HTR6	4	1	1	0	0	17	9	31	5	16	0	0	8	9	14	14	3	20	8
TMCO4	69	58	54	43	346	95	701	555	298	308	210	1	230	385	602	555	600	456	499
RNF186	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
RP11-91K11.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTUD3	358	202	167	374	661	467	1018	1439	1095	705	1211	456	902	1349	1085	1101	996	309	1125
PLA2G2E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
PLA2G2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G5	49	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G2D	0	0	0	0	0	10	43	0	0	1	0	0	0	0	2	0	0	0	0
PLA2G2F	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	10	0
RP3-340N1.2	0	1	0	0	0	0	8	4	0	0	0	0	0	1	6	0	0	3	0
PLA2G2C	0	0	0	0	0	0	0	2	4	3	0	0	0	0	0	0	2	3	0
UBXN10-AS1	0	0	0	0	0	0	0	43	5	3	0	0	0	0	0	0	36	1	0
UBXN10	1	1	0	0	0	0	31	95	130	313	0	322	18	43	13	60	3563	120	18
RP3-340N1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VWA5B1	0	0	0	0	0	0	0	12	0	0	0	0	0	1	1	0	0	0	0
RP4-745E8.2	0	0	0	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	3
LINC01141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP4-749H3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMK2N1	0	0	0	0	1	0	56	659	795	362	0	4	0	0	0	0	0	0	0
MUL1	174	144	63	286	752	417	563	529	529	403	181	93	394	935	880	750	1259	1099	1321
FAM43B	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	18	0	0
CDA	16	30	20	0	478	0	0	0	2	32	0	0	14	42	358	147	38	13527	68
PINK1	116	30	105	22	27	37	150	381	228	208	105	75	95	187	256	220	153	309	169
PINK1-AS	97	84	18	114	326	271	273	434	288	470	181	84	151	350	582	138	294	358	171
DDOST	2114	2159	2984	4968	3995	4585	1536	3167	2467	2265	938	224	2911	9487	12196	3531	7201	5522	5447
KIF17	84	2	53	562	6	687	3	0	0	0	0	0	78	41	1471	0	0	5	100
SH2D5	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
RP5-930J4.2	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	1	2	0
HP1BP3	4146	4367	5386	11183	17720	18768	15781	26198	19225	14634	16336	13568	12884	26371	29930	17245	27792	18822	20662
RP5-930J4.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF4G3	6648	6122	6818	11177	56392	14764	14513	5480	5872	17020	11125	1210	10605	32350	31198	19064	31985	19976	23978
ECE1	27	35	4	1	2537	146	2159	3724	1555	910	17	354	31	305	47	89	2727	6983	139
RP3-329E20.2	0	0	0	0	26	0	29	44	12	12	0	37	0	2	0	0	0	44	0
RP5-1071N3.1	0	0	0	0	14	4	82	256	115	33	0	1	0	4	0	10	10	68	0
RP11-293F5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NBPF3	97	80	29	2	61	1	324	946	934	1171	53	122	391	661	486	409	615	343	491
ALPL	0	0	1	0	98	0	47	0	0	14	1	2	1	14	3	1	2	2	0
RP11-63N8.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAP1GAP	6	0	0	0	0	0	0	6	4	1	0	162	0	1	0	2	100	1	11
USP48	4384	4109	4001	6734	13234	10171	9077	11264	8450	9256	11304	8729	10332	22972	30536	10871	26440	15885	13127
LDLRAD2	50	11	6	65	0	48	0	4	1	11	1	0	152	92	124	20	24	6	76
HSPG2	797	691	1060	5983	247	678	6	204	43	11	7	9	1132	2904	2123	1296	5237	25	2185
CELA3B	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0
CELA3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP1-224A6.3	0	0	0	0	1	0	89	102	97	11	8	0	5	17	31	9	6	9	67
LINC00339	7	11	37	18	173	62	414	505	512	539	160	30	279	435	390	362	373	276	381
CDC42	4129	4282	5555	15261	9436	10257	15637	24251	18333	30673	15146	13396	9823	19566	25715	13508	19253	32704	15581
RP1-224A6.9	2	1	20	136	197	1	240	463	318	301	108	46	181	272	287	210	146	226	176
WNT4	201	0	0	0	3	52	181	310	233	212	73	57	98	92	108	102	48	116	102
ZBTB40	977	420	330	317	1672	808	2179	3315	2247	2162	1250	598	1360	3146	3211	2403	3661	2131	2841
EPHA8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
C1QA	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	40	0
C1QC	0	0	0	0	61	0	0	0	0	0	2	0	0	0	0	0	0	57	0
C1QB	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	50	0
EPHB2	0	0	0	0	2	0	1	1	1	0	0	0	6	4	5	0	1	1575	1
RP11-69E9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
RP1-74M1.3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	58	0
LACTBL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf234	1	0	0	0	0	0	0	3	1	0	0	2	0	4	5	0	0	0	11
KDM1A	4340	3513	3381	5093	11635	5980	4844	6741	5400	5171	11574	3078	10909	24345	26863	13721	30901	6815	15902
RP1-184J9.2	0	0	69	0	5	2	23	52	49	33	19	4	30	85	106	70	56	37	118
LUZP1	3325	2101	1998	3034	6365	4251	1347	4331	3167	4353	3313	202	5425	7699	10314	6970	6557	4760	9011
HTR1D	0	0	0	0	0	5	0	1	0	0	0	0	0	0	1	0	1	0	1
RP5-1057J7.6	2	0	0	16	14	0	183	242	236	191	383	74	255	75	79	37	112	26	43
HNRNPR	5949	5382	6558	9623	28922	19859	12782	16990	12976	12550	15083	6615	15799	36833	43907	18503	39887	16147	24739
ZNF436	195	11	49	107	432	29	339	569	477	932	396	204	604	686	548	863	1008	355	905
C1orf213	0	4	11	0	10	11	5	53	8	10	14	21	36	36	10	37	17	62	44
RP5-1057J7.7	0	0	0	0	0	0	0	34	9	1	0	0	0	1	0	1	0	0	0
TCEA3	0	0	7	0	18	0	1	2973	1296	20	15	0	0	49	7	115	19	16	43
ASAP3	0	0	0	0	9	1	9	11	15	1	4	1	0	3	1	19	19	9	20
E2F2	290	486	562	2191	1844	7896	516	223	114	106	7382	14809	576	721	1867	397	679	410	208
RP1-150O5.3	0	0	0	0	0	0	3	14	6	2	8	0	2	0	5	0	0	0	0
ID3	3	42	11	20	62	18	44	54	6	0	72	0	0	0	0	0	1	15	2
MDS2	0	0	0	0	0	0	71	537	173	1	27	0	0	0	0	1	0	1	0
RPL11	31155	37707	35775	65866	45453	50728	65681	182479	100756	25739	28401	6903	76570	154467	155231	127800	128430	72342	150753
TCEB3	733	506	409	342	2312	4078	3343	1872	1479	1674	2300	820	1839	3669	5030	2630	3505	4923	3202
RP5-886K2.3	5	11	6	5	82	15	33	129	106	76	40	42	86	152	120	69	158	64	139
PITHD1	520	352	681	684	3870	1998	1729	3701	2486	2186	1462	10239	1677	4379	3684	2663	5784	1876	2488
LYPLA2	263	133	519	100	1923	289	158	605	523	388	46	5	346	853	1284	396	1117	1160	792
GALE	3	2	31	152	192	53	86	109	42	72	6	9	157	237	429	137	544	241	244
HMGCL	6	18	53	7	1047	153	199	407	398	440	267	103	242	592	431	384	833	532	440
FUCA1	112	54	227	1083	1243	703	630	718	710	1293	539	1068	1097	1634	2155	1233	1692	6797	1345
CNR2	0	0	0	7	1	26	6431	22	386	1109	512	3	27	104	98	37	119	12	70
RP11-4M23.3	1	0	0	0	0	0	7	0	1	0	2	0	0	0	0	0	0	0	0
PNRC2	11	36	30	73	108	52	451	574	497	434	637	436	418	923	837	969	929	530	1110
SRSF10	370	138	113	385	485	519	385	509	383	381	636	448	443	825	1398	472	1036	436	758
RP11-293P20.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYOM3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0
RP11-293P20.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL22RA1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0
IFNLR1	0	0	0	6	0	1117	1146	115	146	29	35	1	0	1	494	9	0	0	2
RP11-10N16.2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-10N16.3	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	3	0	3
GRHL3	0	0	0	0	0	0	2	1	0	0	1	17	0	9	5	1	41	5	1
STPG1	98	155	146	95	326	260	245	567	506	150	192	792	471	527	841	459	658	116	706
NIPAL3	489	628	494	1360	2897	2529	2073	8092	5868	4369	1301	1835	2553	3926	4855	3555	4481	1122	3837
RCAN3	499	797	852	4666	2593	4043	7678	64352	36830	201	821	10	1805	3151	6617	2409	1907	3849	2498
RP4-594I10.3	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
NCMAP	0	0	0	0	0	76	7	21	7	1	0	0	38	1	13	4	5	4	0
SRRM1	23622	18259	15982	27322	29261	17624	24259	34414	23723	21401	18568	8162	18584	38979	65262	25859	40133	35447	29711
CLIC4	266	445	315	1200	4157	1946	7998	41	9	90	4757	3311	2202	6503	5519	3767	4554	4094	4880
RUNX3	2196	1484	1882	2314	1625	3223	5264	8445	12296	37531	812	14	3013	3409	5796	2984	2307	3138	4132
RP11-84D1.1	0	0	0	0	0	0	1	11	62	21	0	0	1	2	7	1	1	0	7
RP11-84D1.2	0	0	0	0	0	0	1	0	18	1	0	0	0	0	0	0	0	0	0
RP4-799D16.1	0	0	0	0	0	0	0	0	5	3	0	0	0	1	1	0	0	2	0
RP4-706G24.1	6	0	0	0	0	0	35	23	2	8	14	11	0	30	5	6	18	44	28
SYF2	1760	1925	1376	3654	5052	4750	8238	9205	6627	5102	6000	2163	3567	8039	6875	8425	6487	9494	9938
C1orf63	513	152	210	376	5923	409	2563	2920	2442	2379	931	1504	617	1086	896	1411	1062	3286	1530
RP3-465N24.6	4	1	5	0	14	2	6	4	2	5	0	1	1	5	5	8	2	23	6
RHD	17	7	1	0	165	4	77	183	137	154	43	8923	16	70	54	34	106	149	72
TMEM50A	1318	1665	2015	4577	7031	3789	5828	15671	13301	17752	10674	4803	6318	16294	18008	7530	18398	22704	10291
RHCE	4	2	0	0	77	0	5	30	33	20	10	21117	27	214	25	230	721	11	365
TMEM57	726	512	447	538	1562	1316	2487	3586	2727	2613	3691	7539	2382	5393	5584	3555	6751	2427	3743
LDLRAP1	108	185	203	204	1301	194	591	9137	7288	1069	92	85	652	989	994	851	932	956	1503
RP11-70P17.1	0	0	0	0	1	0	155	48	20	17	0	0	8	12	3	0	0	3	16
MAN1C1	10	33	11	4	66	17	13	3647	1567	262	56	0	103	324	179	185	42	1038	123
RP1-187B23.1	0	0	0	0	0	0	2	200	73	22	0	0	1	0	12	3	2	23	12
SEPN1	5311	4932	6023	7928	14097	782	497	3664	1395	721	556	10	3040	10477	9835	6137	8893	8015	7346
RP1-317E23.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP1-317E23.3	1	43	0	0	4	0	3	14	6	5	2	0	7	2	9	3	3	6	0
MTFR1L	402	323	555	351	2138	280	696	1292	825	844	559	187	886	2561	2012	1872	2310	1554	2523
AL020996.1	18	104	28	11	112	53	101	187	108	41	15	8	23	27	38	32	34	60	32
RP1-317E23.7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
AUNIP	129	92	73	158	1281	49	10	18	9	29	303	637	437	814	712	102	870	84	73
RP1-125I3.2	0	2	0	0	0	0	5	2	1	2	1	1	2	5	8	0	5	35	6
PAQR7	660	377	448	1265	735	55	49	95	74	48	33	2	487	961	938	734	949	805	1312
STMN1	2547	3200	3242	7780	8125	26666	4427	2067	2028	1973	43940	2839	18686	24747	39956	9418	25147	599	10999
PAFAH2	33	23	11	191	77	427	283	790	884	3968	230	47	270	375	611	197	309	614	282
EXTL1	21	0	0	0	0	0	1	0	7	0	0	0	0	1	0	1	1	1	1
SLC30A2	1	0	1	0	2	0	1	4	0	0	1	0	0	4	2	1	0	14	1
TRIM63	0	0	0	0	0	0	4	0	0	0	0	0	1	3	1	0	7	12	0
PDIK1L	122	36	105	281	400	474	909	1166	870	774	1213	1244	1617	2472	1561	2060	2981	636	2366
FAM110D	3	0	0	0	3	0	0	0	0	2	0	1	1	5	17	1	90	1	25
ZNF593	2	30	4	4	1	5	4	5	1	2	0	0	12	26	13	36	17	11	13
RP11-96L14.7	0	0	0	0	0	0	12	1	0	0	0	0	0	8	1	7	2	0	7
CNKSR1	85	86	18	14	26	6	99	77	4	1	1	0	93	48	25	186	22	36	158
CATSPER4	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
CEP85	255	133	414	940	1281	639	337	700	483	568	913	1235	1217	1830	2543	1117	2640	1079	1701
SH3BGRL3	23539	26155	33735	86195	47141	24769	14772	30035	26149	22064	4996	648	11634	28196	50012	16509	13678	141517	25238
UBXN11	222	63	30	155	379	169	115	451	274	160	20	2	276	361	672	431	363	3222	506
CD52	271	175	55	154	62	5	17641	19559	10764	3437	2409	7	2606	1925	1229	5351	264	11296	4765
AIM1L	0	0	0	0	5	0	341	247	95	30	24	0	12	5	7	8	1	66	21
ZNF683	0	0	0	0	0	0	1	6	539	207	0	0	8	0	2	0	1	0	7
LIN28A	5	3	0	1	1	1	7	13	7	0	23	0	12	4	8	10	3	14	2
DHDDS	879	292	329	384	1406	461	911	1481	950	1677	769	425	1226	1898	2467	1575	1972	2126	1876
RP3-476K8.3	3	2	6	0	18	0	111	63	56	84	94	12	31	15	33	52	39	59	70
HMGN2	3213	2764	3040	8062	7423	11070	8187	9429	6571	6807	40796	15988	13040	21336	33852	8583	14326	6606	10137
RPS6KA1	449	940	777	1741	1643	1370	1396	2297	1879	3075	760	326	1300	2685	4683	1330	2895	6108	2037
RP5-968P14.2	66	25	145	51	79	43	76	86	92	29	68	17	96	323	340	158	249	129	234
ARID1A	17075	15044	17675	25812	15994	20447	15793	18182	12210	14281	6554	1967	10742	20050	37638	14041	28168	29452	18859
PIGV	19	68	40	389	51	92	179	261	308	386	245	387	318	540	646	393	1109	246	481
ZDHHC18	216	194	259	1030	305	386	326	1573	1097	1388	156	6	502	986	1247	628	1119	1421	894
SFN	11	0	0	0	0	7	0	1	0	1	0	0	0	2	0	0	0	0	0
RP1-50O24.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPN2	262	252	291	332	662	449	327	709	443	349	180	120	306	541	699	464	910	690	603
GPATCH3	132	113	47	272	247	265	450	389	327	232	178	68	208	385	516	566	721	626	411
